37,194,1,1,1,1,1,1,1,1,1,1,1,47,1
56,81,1,1,1,1,1,1,1,1,1,1,1,48,1
40,49,1,1,1,1,1,1,1,1,1,1,1,49,1
32,8,1,1,1,1,1,1,1,1,1,1,1,50,0
61,131,1,1,1,1,1,1,1,1,1,1,1,51,0
30,72,1,1,1,1,1,1,1,1,1,1,1,52,0
50,190,1,1,1,1,1,1,1,1,1,1,1,53,0
29,44,1,1,1,1,1,1,1,1,1,1,1,54,0
41,139,1,1,1,1,1,1,1,1,1,1,1,55,0
55,29,1,1,1,1,1,1,1,1,1,1,1,56,0
56,131,1,1,1,1,1,1,1,1,1,1,1,57,0
28,93,1,1,1,1,1,1,1,1,1,1,1,58,0
31,188,1,1,1,1,1,1,1,1,1,1,1,59,0
49,39,1,1,1,1,1,1,1,1,1,1,1,60,0
47,125,1,1,1,1,1,1,1,1,1,1,1,61,0
42,22,1,1,1,1,1,1,1,1,1,1,1,62,0
42,32,1,1,1,1,1,1,1,1,1,1,1,63,0
47,105,1,1,1,1,1,1,1,1,1,1,1,64,0
59,131,1,1,1,1,1,1,1,1,1,1,1,65,1
62,105,1,1,1,1,1,1,1,1,1,1,1,66,0
53,45,1,1,1,1,1,1,1,1,1,1,1,67,0
47,60,1,1,1,1,1,1,1,1,1,1,1,68,1
53,20,1,1,1,1,1,1,1,1,1,1,1,69,0
42,115,1,1,1,1,1,1,1,1,1,1,1,70,1
53,69,1,1,1,1,1,1,1,1,1,1,1,71,0
44,130,1,1,1,1,1,1,1,1,1,1,1,72,1
41,85,1,1,1,1,1,1,1,1,1,1,1,73,1
28,135,1,1,1,1,1,1,1,1,1,1,1,74,1
31,135,1,1,1,1,1,1,1,1,1,1,1,75,1
58,12,1,1,1,1,1,1,1,1,1,1,1,76,0
46,29,1,1,1,1,1,1,1,1,1,1,1,77,0
54,133,1,1,1,1,1,1,1,1,1,1,1,78,0
50,19,1,1,1,1,1,1,1,1,1,1,1,79,0
60,41,1,1,1,1,1,1,1,1,1,1,1,80,1
47,40,1,1,1,1,1,1,1,1,1,1,1,81,0
41,82,1,1,1,1,1,1,1,1,1,1,1,82,0
33,50,1,1,1,1,1,1,1,1,1,1,1,83,0
46,18,1,1,1,1,1,1,1,1,1,1,1,84,0
27,109,1,1,1,1,1,1,1,1,1,1,1,85,0
40,42,1,1,1,1,1,1,1,1,1,1,1,86,0
48,78,1,1,1,1,1,1,1,1,1,1,1,87,0
65,51,1,1,1,1,1,1,1,1,1,1,1,88,0
25,113,1,1,1,1,1,1,1,1,1,1,1,89,1
55,118,1,1,1,1,1,1,1,1,1,1,1,90,0
35,29,1,1,1,1,1,1,1,1,1,1,1,91,0
43,34,1,1,1,1,1,1,1,1,1,1,1,92,0
60,64,1,1,1,1,1,1,1,1,1,1,1,93,0
65,121,1,1,1,1,1,1,1,1,1,1,1,94,0
38,48,1,1,1,1,1,1,1,1,1,1,1,95,0
41,80,1,1,1,1,1,1,1,1,1,1,1,96,0
54,161,1,1,1,1,1,1,1,1,1,1,1,97,0
49,94,1,1,1,1,1,1,1,1,1,1,1,98,0
66,15,1,1,1,1,1,1,1,1,1,1,1,99,0
48,74,1,1,1,1,1,1,1,1,1,1,1,100,0
61,30,1,1,1,1,1,1,1,1,1,1,1,101,0
53,44,1,1,1,1,1,1,1,1,1,1,1,102,1
43,22,1,1,1,1,1,1,1,1,1,1,1,103,0
56,38,1,1,1,1,1,1,1,1,1,1,1,104,1
24,35,1,1,1,1,1,1,1,1,1,1,1,105,0
43,69,1,1,1,1,1,1,1,1,1,1,1,106,1
42,43,1,1,1,1,1,1,1,1,1,1,1,107,0
33,32,1,1,1,1,1,1,1,1,1,1,1,108,0
43,49,1,1,1,1,1,1,1,1,1,1,1,109,0
41,9,1,1,1,1,1,1,1,1,1,1,1,110,0
62,45,1,1,1,1,1,1,1,1,1,1,1,111,0
40,82,1,1,1,1,1,1,1,1,1,1,1,112,0
58,92,1,1,1,1,1,1,1,1,1,1,1,113,0
39,39,1,1,1,1,1,1,1,1,1,1,1,114,0
65,81,1,1,1,1,1,1,1,1,1,1,1,115,0
54,35,1,1,1,1,1,1,1,1,1,1,1,116,0
58,61,1,1,1,1,1,1,1,1,1,1,1,117,0
41,73,1,1,1,1,1,1,1,1,1,1,1,118,0
32,112,1,1,1,1,1,1,1,1,1,1,1,119,0
54,12,1,1,1,1,1,1,1,1,1,1,1,120,0
52,38,1,1,1,1,1,1,1,1,1,1,1,121,0
58,73,1,1,1,1,1,1,1,1,1,1,1,122,1
37,84,1,1,1,1,1,1,1,1,1,1,1,123,0
39,78,1,1,1,1,1,1,1,1,1,1,1,124,0
60,80,1,1,1,1,1,1,1,1,1,1,1,125,0
31,115,1,1,1,1,1,1,1,1,1,1,1,126,1
34,82,1,1,1,1,1,1,1,1,1,1,1,127,0
38,74,1,1,1,1,1,1,1,1,1,1,1,128,0
41,70,1,1,1,1,1,1,1,1,1,1,1,129,1
28,81,1,1,1,1,1,1,1,1,1,1,1,130,0
58,149,1,1,1,1,1,1,1,1,1,1,1,131,1
31,51,1,1,1,1,1,1,1,1,1,1,1,132,0
30,39,1,1,1,1,1,1,1,1,1,1,1,133,0
53,98,1,1,1,1,1,1,1,1,1,1,1,134,0
58,45,1,1,1,1,1,1,1,1,1,1,1,135,1
59,49,1,1,1,1,1,1,1,1,1,1,1,136,0
49,128,1,1,1,1,1,1,1,1,1,1,1,137,0
59,42,1,1,1,1,1,1,1,1,1,1,1,138,1
59,18,1,1,1,1,1,1,1,1,1,1,1,139,0
51,31,1,1,1,1,1,1,1,1,1,1,1,140,1
35,58,1,1,1,1,1,1,1,1,1,1,1,141,1
33,48,1,1,1,1,1,1,1,1,1,1,1,142,1
25,54,1,1,1,1,1,1,1,1,1,1,1,143,1
49,70,1,1,1,1,1,1,1,1,1,1,1,144,0
59,124,1,1,1,1,1,1,1,1,1,1,1,145,1
46,84,1,1,1,1,1,1,1,1,1,1,1,146,1
50,83,1,1,1,1,1,1,1,1,1,1,1,147,0
52,163,1,1,1,1,1,1,1,1,1,1,1,148,0
48,42,1,1,1,1,1,1,1,1,1,1,1,149,0
46,118,1,1,1,1,1,1,1,1,1,1,1,150,1
26,132,1,1,1,1,1,1,1,1,1,1,1,151,1
57,24,1,1,1,1,1,1,1,1,1,1,1,152,1
60,22,1,1,1,1,1,1,1,1,1,1,1,153,1
54,58,1,1,1,1,1,1,1,1,1,1,1,154,0
24,60,1,1,1,1,1,1,1,1,1,1,1,155,0
26,15,1,1,1,1,1,1,1,1,1,1,1,156,1
41,83,1,1,1,1,1,1,1,1,1,1,1,157,1
32,79,1,1,1,1,1,1,1,1,1,1,1,158,1
61,41,1,1,1,1,1,1,1,1,1,1,1,159,0
29,134,1,1,1,1,1,1,1,1,1,1,1,160,0
61,80,1,1,1,1,1,1,1,1,1,1,1,161,0
38,52,1,1,1,1,1,1,1,1,1,1,1,162,0
28,70,1,1,1,1,1,1,1,1,1,1,1,163,0
53,92,1,1,1,1,1,1,1,1,1,1,1,164,0
27,43,1,1,1,1,1,1,1,1,1,1,1,165,0
25,21,1,1,1,1,1,1,1,1,1,1,1,166,0
33,23,1,1,1,1,1,1,1,1,1,1,1,167,1
50,13,1,1,1,1,1,1,1,1,1,1,1,168,0
27,112,1,1,1,1,1,1,1,1,1,1,1,169,1
27,138,1,1,1,1,1,1,1,1,1,1,1,170,0
52,11,1,1,1,1,1,1,1,1,1,1,1,171,0
38,171,1,1,1,1,1,1,1,1,1,1,1,172,0
58,42,1,1,1,1,1,1,1,1,1,1,1,173,1
42,168,1,1,1,1,1,1,1,1,1,1,1,174,0
45,85,1,1,1,1,1,1,1,1,1,1,1,175,0
52,44,1,1,1,1,1,1,1,1,1,1,1,176,0
29,65,1,1,1,1,1,1,1,1,1,1,1,177,0
53,24,1,1,1,1,1,1,1,1,1,1,1,178,1
62,11,1,1,1,1,1,1,1,1,1,1,1,179,0
51,38,1,1,1,1,1,1,1,1,1,1,1,180,0
36,10,1,1,1,1,1,1,1,1,1,1,1,181,0
24,135,1,1,1,1,1,1,1,1,1,1,1,182,0
29,148,1,1,1,1,1,1,1,1,1,1,1,183,0
52,63,1,1,1,1,1,1,1,1,1,1,1,184,0
39,115,1,1,1,1,1,1,1,1,1,1,1,185,0
48,45,1,1,1,1,1,1,1,1,1,1,1,186,1
46,159,1,1,1,1,1,1,1,1,1,1,1,187,0
64,169,1,1,1,1,1,1,1,1,1,1,1,188,0
55,112,1,1,1,1,1,1,1,1,1,1,1,189,0
60,93,1,1,1,1,1,1,1,1,1,1,1,190,0
51,29,1,1,1,1,1,1,1,1,1,1,1,191,0
50,85,1,1,1,1,1,1,1,1,1,1,1,192,0
48,21,1,1,1,1,1,1,1,1,1,1,1,193,1
53,144,1,1,1,1,1,1,1,1,1,1,1,194,0
34,13,1,1,1,1,1,1,1,1,1,1,1,195,0
48,165,1,1,1,1,1,1,1,1,1,1,1,196,1
55,9,1,1,1,1,1,1,1,1,1,1,1,197,0
27,59,1,1,1,1,1,1,1,1,1,1,1,198,0
36,158,1,1,1,1,1,1,1,1,1,1,1,199,1
32,29,1,1,1,1,1,1,1,1,1,1,1,200,1
35,20,1,1,1,1,1,1,1,1,1,1,1,201,1
30,68,1,1,1,1,1,1,1,1,1,1,1,202,0
58,65,1,1,1,1,1,1,1,1,1,1,1,203,0
56,61,1,1,1,1,1,1,1,1,1,1,1,204,0
38,91,1,1,1,1,1,1,1,1,1,1,1,205,1
49,31,1,1,1,1,1,1,1,1,1,1,1,206,0
34,71,1,1,1,1,1,1,1,1,1,1,1,207,0
40,73,1,1,1,1,1,1,1,1,1,1,1,208,1
64,172,1,1,1,1,1,1,1,1,1,1,1,209,1
51,20,1,1,1,1,1,1,1,1,1,1,1,210,0
44,55,1,1,1,1,1,1,1,1,1,1,1,211,0
46,69,1,1,1,1,1,1,1,1,1,1,1,212,0
57,155,1,1,1,1,1,1,1,1,1,1,1,213,0
54,94,1,1,1,1,1,1,1,1,1,1,1,214,0
38,92,1,1,1,1,1,1,1,1,1,1,1,215,1
27,125,1,1,1,1,1,1,1,1,1,1,1,216,0
39,74,1,1,1,1,1,1,1,1,1,1,1,217,0
44,72,1,1,1,1,1,1,1,1,1,1,1,218,0
56,61,1,1,1,1,1,1,1,1,1,1,1,219,1
32,25,1,1,1,1,1,1,1,1,1,1,1,220,1
45,83,1,1,1,1,1,1,1,1,1,1,1,221,0
26,104,1,1,1,1,1,1,1,1,1,1,1,222,0
55,41,1,1,1,1,1,1,1,1,1,1,1,223,0
52,58,1,1,1,1,1,1,1,1,1,1,1,224,0
39,93,1,1,1,1,1,1,1,1,1,1,1,225,1
24,39,1,1,1,1,1,1,1,1,1,1,1,226,0
47,148,1,1,1,1,1,1,1,1,1,1,1,227,1
47,53,1,1,1,1,1,1,1,1,1,1,1,228,1
48,71,1,1,1,1,1,1,1,1,1,1,1,229,1
47,92,1,1,1,1,1,1,1,1,1,1,1,230,0
35,61,1,1,1,1,1,1,1,1,1,1,1,231,0
46,38,1,1,1,1,1,1,1,1,1,1,1,232,0
62,58,1,1,1,1,1,1,1,1,1,1,1,233,0
26,80,1,1,1,1,1,1,1,1,1,1,1,234,0
38,71,1,1,1,1,1,1,1,1,1,1,1,235,0
43,89,1,1,1,1,1,1,1,1,1,1,1,236,1
62,83,1,1,1,1,1,1,1,1,1,1,1,237,0
57,28,1,1,1,1,1,1,1,1,1,1,1,238,1
28,52,1,1,1,1,1,1,1,1,1,1,1,239,0
51,70,1,1,1,1,1,1,1,1,1,1,1,240,0
48,71,1,1,1,1,1,1,1,1,1,1,1,241,1
41,75,1,1,1,1,1,1,1,1,1,1,1,242,0
65,170,1,1,1,1,1,1,1,1,1,1,1,243,0
41,78,1,1,1,1,1,1,1,1,1,1,1,244,0
35,25,1,1,1,1,1,1,1,1,1,1,1,245,0
38,60,1,1,1,1,1,1,1,1,1,1,1,246,1
53,120,1,1,1,1,1,1,1,1,1,1,1,247,0
55,99,1,1,1,1,1,1,1,1,1,1,1,248,1
26,55,1,1,1,1,1,1,1,1,1,1,1,249,1
30,29,1,1,1,1,1,1,1,1,1,1,1,250,0
54,170,1,1,1,1,1,1,1,1,1,1,1,251,0
65,53,1,1,1,1,1,1,1,1,1,1,1,252,1
47,138,1,1,1,1,1,1,1,1,1,1,1,253,0
65,134,1,1,1,1,1,1,1,1,1,1,1,254,0
66,42,1,1,1,1,1,1,1,1,1,1,1,255,1
26,99,1,1,1,1,1,1,1,1,1,1,1,256,1
66,18,1,1,1,1,1,1,1,1,1,1,1,257,1
35,24,1,1,1,1,1,1,1,1,1,1,1,258,0
56,55,1,1,1,1,1,1,1,1,1,1,1,259,0
51,58,1,1,1,1,1,1,1,1,1,1,1,260,1
42,111,1,1,1,1,1,1,1,1,1,1,1,261,0
49,33,1,1,1,1,1,1,1,1,1,1,1,262,1
27,74,1,1,1,1,1,1,1,1,1,1,1,263,1
45,38,1,1,1,1,1,1,1,1,1,1,1,264,0
49,23,1,1,1,1,1,1,1,1,1,1,1,265,0
63,61,1,1,1,1,1,1,1,1,1,1,1,266,0
47,81,1,1,1,1,1,1,1,1,1,1,1,267,0
64,129,1,1,1,1,1,1,1,1,1,1,1,268,0
43,33,1,1,1,1,1,1,1,1,1,1,1,269,0
60,63,1,1,1,1,1,1,1,1,1,1,1,270,0
40,70,1,1,1,1,1,1,1,1,1,1,1,271,0
29,45,1,1,1,1,1,1,1,1,1,1,1,272,1
41,65,1,1,1,1,1,1,1,1,1,1,1,273,0
30,74,1,1,1,1,1,1,1,1,1,1,1,274,1
49,50,1,1,1,1,1,1,1,1,1,1,1,275,0
30,22,1,1,1,1,1,1,1,1,1,1,1,276,0
29,30,1,1,1,1,1,1,1,1,1,1,1,277,0
50,21,1,1,1,1,1,1,1,1,1,1,1,278,0
39,155,1,1,1,1,1,1,1,1,1,1,1,279,0
33,64,1,1,1,1,1,1,1,1,1,1,1,280,0
57,65,1,1,1,1,1,1,1,1,1,1,1,281,1
34,71,1,1,1,1,1,1,1,1,1,1,1,282,0
61,40,1,1,1,1,1,1,1,1,1,1,1,283,0
44,69,1,1,1,1,1,1,1,1,1,1,1,284,0
40,69,1,1,1,1,1,1,1,1,1,1,1,285,0
51,45,1,1,1,1,1,1,1,1,1,1,1,286,0
37,62,1,1,1,1,1,1,1,1,1,1,1,287,1
44,172,1,1,1,1,1,1,1,1,1,1,1,288,0
42,24,1,1,1,1,1,1,1,1,1,1,1,289,1
51,80,1,1,1,1,1,1,1,1,1,1,1,290,0
43,8,1,1,1,1,1,1,1,1,1,1,1,291,0
30,38,1,1,1,1,1,1,1,1,1,1,1,292,1
45,93,1,1,1,1,1,1,1,1,1,1,1,293,0
35,55,1,1,1,1,1,1,1,1,1,1,1,294,0
60,64,1,1,1,1,1,1,1,1,1,1,1,295,1
34,122,1,1,1,1,1,1,1,1,1,1,1,296,0
55,70,1,1,1,1,1,1,1,1,1,1,1,297,0
43,81,1,1,1,1,1,1,1,1,1,1,1,298,0
41,159,1,1,1,1,1,1,1,1,1,1,1,299,0
34,70,1,1,1,1,1,1,1,1,1,1,1,300,0
65,150,1,1,1,1,1,1,1,1,1,1,1,301,0
45,152,1,1,1,1,1,1,1,1,1,1,1,302,0
49,195,1,1,1,1,1,1,1,1,1,1,1,303,0
48,22,1,1,1,1,1,1,1,1,1,1,1,304,0
60,22,1,1,1,1,1,1,1,1,1,1,1,305,0
55,79,1,1,1,1,1,1,1,1,1,1,1,306,1
42,33,1,1,1,1,1,1,1,1,1,1,1,307,0
32,128,1,1,1,1,1,1,1,1,1,1,1,308,1
62,91,1,1,1,1,1,1,1,1,1,1,1,309,0
57,39,1,1,1,1,1,1,1,1,1,1,1,310,1
52,121,1,1,1,1,1,1,1,1,1,1,1,311,0
36,21,1,1,1,1,1,1,1,1,1,1,1,312,0
34,41,1,1,1,1,1,1,1,1,1,1,1,313,1
63,45,1,1,1,1,1,1,1,1,1,1,1,314,0
24,51,1,1,1,1,1,1,1,1,1,1,1,315,0
57,165,1,1,1,1,1,1,1,1,1,1,1,316,0
40,119,1,1,1,1,1,1,1,1,1,1,1,317,0
27,110,1,1,1,1,1,1,1,1,1,1,1,318,0
65,20,1,1,1,1,1,1,1,1,1,1,1,319,1
60,64,1,1,1,1,1,1,1,1,1,1,1,320,0
44,101,1,1,1,1,1,1,1,1,1,1,1,321,0
63,101,1,1,1,1,1,1,1,1,1,1,1,322,0
59,99,1,1,1,1,1,1,1,1,1,1,1,323,0
56,158,1,1,1,1,1,1,1,1,1,1,1,324,0
54,89,1,1,1,1,1,1,1,1,1,1,1,325,1
52,80,1,1,1,1,1,1,1,1,1,1,1,326,1
58,114,1,1,1,1,1,1,1,1,1,1,1,327,0
60,49,1,1,1,1,1,1,1,1,1,1,1,328,1
28,191,1,1,1,1,1,1,1,1,1,1,1,329,0
54,78,1,1,1,1,1,1,1,1,1,1,1,330,0
32,28,1,1,1,1,1,1,1,1,1,1,1,331,0
59,42,1,1,1,1,1,1,1,1,1,1,1,332,0
63,140,1,1,1,1,1,1,1,1,1,1,1,333,0
48,45,1,1,1,1,1,1,1,1,1,1,1,334,0
56,122,1,1,1,1,1,1,1,1,1,1,1,335,1
36,65,1,1,1,1,1,1,1,1,1,1,1,336,0
57,68,1,1,1,1,1,1,1,1,1,1,1,337,0
29,153,1,1,1,1,1,1,1,1,1,1,1,338,0
39,89,1,1,1,1,1,1,1,1,1,1,1,339,0
59,91,1,1,1,1,1,1,1,1,1,1,1,340,1
31,55,1,1,1,1,1,1,1,1,1,1,1,341,0
43,118,1,1,1,1,1,1,1,1,1,1,1,342,1
35,22,1,1,1,1,1,1,1,1,1,1,1,343,0
54,63,1,1,1,1,1,1,1,1,1,1,1,344,1
51,12,1,1,1,1,1,1,1,1,1,1,1,345,0
44,50,1,1,1,1,1,1,1,1,1,1,1,346,0
25,43,1,1,1,1,1,1,1,1,1,1,1,347,1
40,173,1,1,1,1,1,1,1,1,1,1,1,348,1
26,60,1,1,1,1,1,1,1,1,1,1,1,349,0
39,113,1,1,1,1,1,1,1,1,1,1,1,350,0
28,155,1,1,1,1,1,1,1,1,1,1,1,351,0
52,91,1,1,1,1,1,1,1,1,1,1,1,352,1
53,55,1,1,1,1,1,1,1,1,1,1,1,353,0
44,173,1,1,1,1,1,1,1,1,1,1,1,354,0
43,71,1,1,1,1,1,1,1,1,1,1,1,355,1
56,24,1,1,1,1,1,1,1,1,1,1,1,356,0
38,42,1,1,1,1,1,1,1,1,1,1,1,357,0
30,141,1,1,1,1,1,1,1,1,1,1,1,358,0
32,32,1,1,1,1,1,1,1,1,1,1,1,359,0
35,55,1,1,1,1,1,1,1,1,1,1,1,360,0
43,153,1,1,1,1,1,1,1,1,1,1,1,361,0
58,113,1,1,1,1,1,1,1,1,1,1,1,362,1
25,30,1,1,1,1,1,1,1,1,1,1,1,363,0
54,29,1,1,1,1,1,1,1,1,1,1,1,364,1
57,174,1,1,1,1,1,1,1,1,1,1,1,365,0
50,35,1,1,1,1,1,1,1,1,1,1,1,366,0
32,98,1,1,1,1,1,1,1,1,1,1,1,367,0
63,30,1,1,1,1,1,1,1,1,1,1,1,368,0
31,58,1,1,1,1,1,1,1,1,1,1,1,369,1
36,25,1,1,1,1,1,1,1,1,1,1,1,370,0
58,19,1,1,1,1,1,1,1,1,1,1,1,371,0
56,44,1,1,1,1,1,1,1,1,1,1,1,372,0
49,20,1,1,1,1,1,1,1,1,1,1,1,373,1
30,98,1,1,1,1,1,1,1,1,1,1,1,374,0
33,90,1,1,1,1,1,1,1,1,1,1,1,375,0
45,61,1,1,1,1,1,1,1,1,1,1,1,376,0
30,40,1,1,1,1,1,1,1,1,1,1,1,377,0
47,38,1,1,1,1,1,1,1,1,1,1,1,378,0
25,28,1,1,1,1,1,1,1,1,1,1,1,379,0
63,34,1,1,1,1,1,1,1,1,1,1,1,380,1
55,73,1,1,1,1,1,1,1,1,1,1,1,381,1
65,133,1,1,1,1,1,1,1,1,1,1,1,382,1
44,53,1,1,1,1,1,1,1,1,1,1,1,383,0
51,21,1,1,1,1,1,1,1,1,1,1,1,384,1
35,40,1,1,1,1,1,1,1,1,1,1,1,385,0
30,41,1,1,1,1,1,1,1,1,1,1,1,386,0
31,82,1,1,1,1,1,1,1,1,1,1,1,387,0
54,100,1,1,1,1,1,1,1,1,1,1,1,388,0
45,155,1,1,1,1,1,1,1,1,1,1,1,389,1
45,45,1,1,1,1,1,1,1,1,1,1,1,390,0
58,9,1,1,1,1,1,1,1,1,1,1,1,391,1
54,48,1,1,1,1,1,1,1,1,1,1,1,392,0
53,18,1,1,1,1,1,1,1,1,1,1,1,393,1
33,80,1,1,1,1,1,1,1,1,1,1,1,394,1
60,64,1,1,1,1,1,1,1,1,1,1,1,395,0
50,29,1,1,1,1,1,1,1,1,1,1,1,396,0
26,48,1,1,1,1,1,1,1,1,1,1,1,397,0
54,23,1,1,1,1,1,1,1,1,1,1,1,398,0
28,84,1,1,1,1,1,1,1,1,1,1,1,399,1
36,179,1,1,1,1,1,1,1,1,1,1,1,400,0
29,30,1,1,1,1,1,1,1,1,1,1,1,401,1
54,93,1,1,1,1,1,1,1,1,1,1,1,402,1
55,39,1,1,1,1,1,1,1,1,1,1,1,403,0
61,60,1,1,1,1,1,1,1,1,1,1,1,404,0
36,133,1,1,1,1,1,1,1,1,1,1,1,405,1
45,125,1,1,1,1,1,1,1,1,1,1,1,406,0
64,58,1,1,1,1,1,1,1,1,1,1,1,407,0
60,89,1,1,1,1,1,1,1,1,1,1,1,408,0
49,82,1,1,1,1,1,1,1,1,1,1,1,409,0
47,110,1,1,1,1,1,1,1,1,1,1,1,410,1
60,54,1,1,1,1,1,1,1,1,1,1,1,411,0
45,89,1,1,1,1,1,1,1,1,1,1,1,412,0
32,42,1,1,1,1,1,1,1,1,1,1,1,413,0
52,41,1,1,1,1,1,1,1,1,1,1,1,414,1
35,38,1,1,1,1,1,1,1,1,1,1,1,415,0
40,85,1,1,1,1,1,1,1,1,1,1,1,416,0
53,83,1,1,1,1,1,1,1,1,1,1,1,417,0
27,33,1,1,1,1,1,1,1,1,1,1,1,418,0
58,50,1,1,1,1,1,1,1,1,1,1,1,419,1
47,58,1,1,1,1,1,1,1,1,1,1,1,420,1
28,115,1,1,1,1,1,1,1,1,1,1,1,421,0
46,145,1,1,1,1,1,1,1,1,1,1,1,422,0
43,161,1,1,1,1,1,1,1,1,1,1,1,423,0
56,38,1,1,1,1,1,1,1,1,1,1,1,424,0
28,28,1,1,1,1,1,1,1,1,1,1,1,425,0
42,75,1,1,1,1,1,1,1,1,1,1,1,426,1
32,35,1,1,1,1,1,1,1,1,1,1,1,427,1
62,24,1,1,1,1,1,1,1,1,1,1,1,428,1
37,78,1,1,1,1,1,1,1,1,1,1,1,429,0
51,113,1,1,1,1,1,1,1,1,1,1,1,430,0
39,75,1,1,1,1,1,1,1,1,1,1,1,431,0
43,91,1,1,1,1,1,1,1,1,1,1,1,432,0
52,31,1,1,1,1,1,1,1,1,1,1,1,433,1
30,45,1,1,1,1,1,1,1,1,1,1,1,434,0
52,80,1,1,1,1,1,1,1,1,1,1,1,435,0
61,50,1,1,1,1,1,1,1,1,1,1,1,436,0
36,31,1,1,1,1,1,1,1,1,1,1,1,437,0
58,113,1,1,1,1,1,1,1,1,1,1,1,438,1
47,29,1,1,1,1,1,1,1,1,1,1,1,439,0
64,59,1,1,1,1,1,1,1,1,1,1,1,440,0
52,43,1,1,1,1,1,1,1,1,1,1,1,441,0
58,122,1,1,1,1,1,1,1,1,1,1,1,442,0
48,29,1,1,1,1,1,1,1,1,1,1,1,443,0
64,91,1,1,1,1,1,1,1,1,1,1,1,444,1
58,65,1,1,1,1,1,1,1,1,1,1,1,445,0
47,22,1,1,1,1,1,1,1,1,1,1,1,446,1
49,71,1,1,1,1,1,1,1,1,1,1,1,447,0
31,60,1,1,1,1,1,1,1,1,1,1,1,448,1
61,60,1,1,1,1,1,1,1,1,1,1,1,449,0
51,69,1,1,1,1,1,1,1,1,1,1,1,450,1
28,48,1,1,1,1,1,1,1,1,1,1,1,451,0
39,21,1,1,1,1,1,1,1,1,1,1,1,452,0
54,53,1,1,1,1,1,1,1,1,1,1,1,453,0
50,29,1,1,1,1,1,1,1,1,1,1,1,454,0
30,60,1,1,1,1,1,1,1,1,1,1,1,455,0
64,42,1,1,1,1,1,1,1,1,1,1,1,456,0
29,69,1,1,1,1,1,1,1,1,1,1,1,457,0
48,20,1,1,1,1,1,1,1,1,1,1,1,458,1
35,200,1,1,1,1,1,1,1,1,1,1,1,459,0
60,141,1,1,1,1,1,1,1,1,1,1,1,460,1
55,81,1,1,1,1,1,1,1,1,1,1,1,461,0
29,183,1,1,1,1,1,1,1,1,1,1,1,462,0
48,149,1,1,1,1,1,1,1,1,1,1,1,463,0
43,83,1,1,1,1,1,1,1,1,1,1,1,464,1
66,35,1,1,1,1,1,1,1,1,1,1,1,465,0
